,Caption,Comments,Likes,Username,lat,lon,Short Name,Country,tagged_Users
294,The Flash Artist 🎨Pebsta186 🥸  #streetart #urbanart #popart #nycgraffitiart #streetarteverywhere #popartpainting #graffcharacter #graffitiblackbook #nycgraffitiartist #juxtapozmag #artbasel #affluentart #hypebeastart #artsy #blackbookology31 #blackbook #hypebeaststyle #losfoomanchoozdeklafunk,0,3,los_foomanchooz_de_kla_funk,28.2489016,-81.2811801,St Cloud,United States,no mention
295,"Graffiti on wall. Location: Kristianstad, Sweden. #kristianstad #christianstad #streetart #gatukonst #kristianstadcity #sweden #graffiti #graffitiart #konst #skånegraff #gatukonstkristianstad #tag #streetart #streetartphotography",0,1,street_art_kristianstad,60.12816100000001,18.643501,SE,Sweden,no mention
296,"Tonight @9pm EST we sit down with contemporary artist and designer @Marlobro to learn how he's moving through creativity during a time of uncertainty. 
.
Marlo known professionally as MARLOBRO, is an American Contemporary Artist and designer. Who got his start by working with his cousin and founder of Detroit VS Everybody by Tommey Walker and linking up with members of Finally Famous which ultimatly lead to working on mixtape artworks and branding for  Big Sean's early indie career. 
.
He began as a graffiti artist, moving on to studying industrial design at WSU (Wayne state university), and now makes acrylic paintings on canvas and large scale mural paintings. He also collaborates commercially, predominantly on promotional materials, and also clothing, music production and other forms of branding. 
.
His work is exhibited in galleries, outdoors in local and international environments, you can find his work displayed on 1XRUN, PLAYGROUND DETROIT, MURALS IN THE MARKET and avidly collected by individuals. He lives and works in Detroit, Michigan.
.
.
.
.
.
#contemporaryart #contemporaryartist #contemporarydesigner #detroitvseverybody #detroit #1xrun #playgrounddetroit #muralsinthemarket #muralart #muralartist #graffitiartist #industrialdesign #designer #artist #createyourlife #contemporaryartwork #contemporaryartists #artistoninstagram #artistonig #artlife #artofinstagram #michigan #murals #graffiti #graffitiart #streetart #streetartists #creative  #detroitartists #supportlocalartists",0,3,shop.goldynspecs,44.3148443,-85.60236429999999,MI,United States,no mention
300,"Indianapolis, Indiana. Street Art & Graffiti. Sun to Moon; slide me down the Astral Plane. Beautiful piece from @rafikigram x @vivrant_thaang x @kanesensei - Original photography by me. #graffiti #graffitiart #urbanart #wallart #indianapolis #indianapolisstreetart #indianapolisgraffiti #muralart #muralpainting #graffitiartist #streetphotogaphy #urbanlandscape  #instagraffiti #streetart #rsa_graffiti #streetartiseverywhere #shotoftheday #jj_urbanart  #contemporaryart #graffiti_n_wallart #portraitphotography #arteurbano #tv_streetart #fineart #publicart #sun #moon #modernart #outerspace",0,17,robystowe,40.2671941,-86.1349019,IN,United States,no mention
303,"« Il était une fois.... »
.
.
.
.
.
#badboy #boystyle #tag #tags #blackandwhite #blackisbeautiful #duopandaamoureux #mickeymouse #disneylandparis #tagmickey #ilétaitunefois #casquettestyle #lunettedesoleil😎 #tellementgivré #bombeatag #gayfrance #gay #lbgt🌈 #lbgtcommunity #lbgtpride #tatoo #paysage #tagmagnifique🎨 #soleil #muralart #couleurs #usineabandonnée #poses #shootingphoto #posertranquille",0,12,mikky.terialc,44.9345736,4.892528299999999,Place Charles Huguenel,France,no mention
309,FU and Ur f crew! #familytherapy #spring #mural #muralart,0,14,nisupallo,61.92410999999999,25.7481511,FI,Finland,no mention
310,"The great and powerful Piasa!  Piasa is a legendary Native American water dragon 🐉 found painted on rock walls near modern day Alton IL when French explorers first made contact with Native tribes.  The Piasa is such a part of southern IL culture the Illinois @airnationalguard 126th Air Refueling Wing painted a Piasa for the nose art of a KC-135 Stratotanker 

#piasa #piasabird #piasamural #mural #muralart #folklore #nativeamerican #native #126arw #126airrefuelingwing #nationalguard #airnationalguard #illinois #il #ilang #illinoisairnationalguard #illinoisnationalguard #altonillinois #alton #greatriverroad #greatriver #mississippi #mississippiriver",0,2,abeerandabite,38.8976484,-90.19919700000001,Sam Vadalabene Great River Rd Bike Trail,United States,no mention
311,"Brewing. 
*
*
*
*

#community #visitdenver #artistsoninstagram #urbanart #denver #rinoartdistrict #urbanlife #urbanscape #urban_shots #cityscape #cityscapes #cityscene #cityscenery #streetwalk #urbanvibes #urbanview #yuliatravelsamerica #streetart #mural-art
#streetartandgraffiti #publicart #instastreetart #instagraff #urbanstreetart #urbanwalls #wanderlust #dnvrcolorado #brew #brewing",0,1,j1012197,39.7665608,-104.9836681,River North Art District,United States,no mention
316,#birdheads #birdface #flyingwithoutwings #treasurehillartistvillage #streetart #mural #wallpainting #taipei #taiwan #psychpop #triphop,0,0,nuagekiwi,25.0107301,121.5322544,2號,Taiwan,no mention
321,"East Side Gallery
Berlin, Germany 🇩🇪 Oct 2019
#travel #berlin #germany #streetarteverywhere #streetphotography #streetart #urbanart #streetartorbis #streetartcities",0,2,hyjynx22,37.0921258,-95.716337,ID,,no mention
323,"DISPONÍVEL ✔️
Art: LOVE

•

Tamanho: 100x80cm 

•

Artista: GW ®️

•

$ Valores por DM ou LINK $ 

#urbanart #popart #GW #love #amor",0,0,_gwarts,-23.5505199,-46.63330939999999,São Paulo,Brazil,no mention
324,"🧸 #teddysays 
🚫 #nohate 
12 layer stencil
❕
❕
❕
❕
@stevehamiltonart #stevehamiltonart #australia #stencilart #australianartist #australianart #gisborne #graffiti #artgallery #artist #livesmatter #artcollectors #artcollector #urbanart #melbourneartgallery #melbourne #artstudio #emergingartist #macedonranges #artwork  #melbourneartist #benice #victoria #artistsoninstagram",0,6,stevehamiltonart,28.8052674,-97.0035982,Victoria,United States,no mention
325,"#75014 #rsa_graffiti #streetartparis #wallpainting #arturbainparis14 #urbanart #arturbain #urbanartparis #arturbainparis #streetartistry #paris #paris14 #streetart #paris #streetartparis #ilovestreetart #urbanart #streetartphotography #streetartlovers #streetartdaily
#tag #tags #graffiti 
#urbanart #muralart #urbanart #arturbain #urbanartparis #arturbainparis
#tv_streetart
#streetartrendezvous",0,2,mesenvoyage,48.856614,2.3522219,Paris,France,no mention
327,"Milagres Bus Stand
.
.
.
.
Edited on @lightroom
.
.
.
Follow me on @ashiq_photographer
.
.
.
.
#urban #photography #street #city #art #urbanphotography #streetphotography #architecture #streetart #photooftheday #urbanart #city #instagood #suburban #style #ig #people #urbex #travel #design #love #photo #photographylovers #streetstyle #milagres #picoftheday #bnw #kudla #urbanstyle #mangalore",0,12,ashiq_photographer,15.3172775,75.7138884,KA,India,no mention
328,##photography #street #bnw #ig #photooftheday #diy #milan #streetstyle #travel #photographer #streetart #art #streets #instagood #streetphoto #instagram #blackandwhite #life #iphone #picoftheday #urban #architecture #urbanphotography e tu #portrait #city #bw #mm #streetlife#,0,2,nico_sup_64,45.7054889,9.664490899999999,Città Alta,Italy,no mention
329,"🗽#ABrandNewDay🌟#OurAmerica🇺🇸 #OneFineDayInNYC #JustAnotherDay 🧿 #PureArt 🎴
#StreetBrilliance 🗽🤔  #Fashion 👕#TommyTeesNYC.com 🌃#NewYorkCity🗽#StreetArt  🇺🇸🏆#GlowInTheDark💥 #Everywhere #ART 🎨 #florescent 🌌 #phosphorescent 💥#dayglow #soho #tommytees👕 #AManOfTheCloth🔫",0,0,tommarazzi,42.8710697,-77.8856212,York,United States,no mention
334,"I see you street art and I still respect ya!

#texas #instatexas #lovely #love #like #instalovely #instalike #instamood #instavibe #instapretty #art #photo #streetart #mural #instastreetart #elpaso #visitelpaso #artist",0,1,omgitsthu,31.7618778,-106.4850217,El Paso,United States,no mention
338,"The Wall of the Runners at Pecinan Gajahmada 9 Chinatown Pontianak. Tq buat teman2 Pelari Pontianak udah pada mampir semua. Tq banget telah memberi semangat kepada kami.

#WallRunnersPontianak #WallRunners

Herfin Yulianto, Pengerak Destinasi Unggul, Pecinan Gajahmada 9 Chinatown Pontianak.

Address: Pecinan Gajahmada 9 Chinatown Pontianak by Herfin Yulianto co. Tamasya Puri Wisata Jl. Gajahmada Gg. Gajahmada 9 No.2 (samping toko penghui dan bank Danamon).
✓ Hp. 0811-57-6459.
✓ Hp. 0812-5628-3499.
✓ www.tamasyapuriwisata.com
✓ Endorse Outdoor Gear 
#cycling #trekking #hiking #camping

#PecinanGajahmada9 #pecinan #pecinanpontianak #ChinatownPontianak #chinatown #cina #cinaperanakan #tionghoa #tionghoaindonesia #museumtionghoa #pengusahationghoa #sewasepedapontianak #rentalsepedapontianak
#wisatasepedapontianak #TourSepedaPontianak #mural #SaptaPesona #oeihongdjien #herlygaya",0,2,tamasyapuriwisata,-7.323568099999999,109.2282248,KM. 13 No. 38,Indonesia,no mention
339,"#subbuarts
Girl friends Pencil Portrait Art •  Pencil sketching 
This drawing is drawn for my customer ✏
Find more drawings from @art_of_subbu 

#pencilportrait #portrait #portraitart #art #drawing #pencildrawing #pencilsketch #pencilsketching #beautifuldrawings #crazyart #creativedrawing #thebestdrawing #trending #trendingnow #arttutorial #artexhibition #artist #artistsoninstagram #artwork #streetart #artoftheday #artlovers #artrealism #paintings #artofinstagram #digitalart #fanarts #dailyart #realisticartwork",0,7,art_of_subbu,37.0510372,-95.7510475,Fawn Creek Township,United States,no mention
340,#jambatanklang #reviveklangriver #sungaiklang #pengkalanbatu #muralart,0,2,pelurus3sat,33.964268,-84.2545624,6330,United States,no mention
342,#streetart #art #graffiti  #chile #urbanart #streetphotography #photography #travel #street #graffitiart  #photooftheday #arteurbano  #streetstyle #picoftheday #urban #instagood #artist #instaart #streetarteverywhere #love #mural #photo  #patronato  #arte #santiago #fotografoschile,0,3,idealineaphoto,-33.4488897,-70.6692655,Santiago,Chile,no mention
344,A beautiful place and great food #fridas #fridasrestaurant #mexicanfood #fridakahlo #fridakahloinspired #happyfriday #familydinner #vacationmode #vavactionvibes #ormondbeach #ormondbeachfl #greatfood #mural #muralart #mexicana,0,3,diana_insta_blog,30.2455343,-81.5963683,7578,United States,no mention
346,"Well it looks like the peaches are starting to find Ducks out at night. @theanonymousrat 
#tcb_praisethefreeloaders
#tfp_toohottotrot
#tpc2_candy

#theanonymousrat #duckman #art #artist #artsy #photography #toyphotography #toystagram #toyuniverse #toy_photographer #toy_photography #arttoy #arttoys #designertoy #designertoys #vinyltoy #vinyltoys #arttoyculture #toyart #urbanart #urbantoy #epictoyart #surrealart #sofubi #softvinyl #peachman",0,8,thetoychef,49.26060520000001,-123.2459938,Vancouver,Canada,no mention
347,"“Havana”
#fragmentosdeinfinito#photography#museoenlacalle#museumonthestreet#madrid#urban#urbanart#urbanandstreet#urbanartist#urbanscape#arquitecturephotography#arquitecture#cityphotography#cityscape#cityscapepainting#cityscapes_unlimited#dbeltran2021
@davidbeltranstudio",0,1,davidbeltranstudio,21.521757,-77.781167,CU,Cuba,no mention
348,“Rise Up” by Peyton Scott Russell #amplifyblackvoices #daesk #houseofdaskarone #minneapolis #mural #mplsmurals #minneapolismurals #muralart #murals,0,0,six.1.two,44.9484782,-93.2915238,912,United States,no mention
353,"Stencil of Laughing Man with odd tags in the Cedofieta neighborhood of Oporto, Portugal #stencil #streetart #urbanart #tags",0,2,a_perfect_blindness,41.1555894,-8.6144229,Cedofeita,Portugal,no mention
355,#shoreditchqueen #shoreditch_hipster #killbill #amy #poster #thepostman_art #April2021 #london #UK #streetarthunter #street #urbanart #bricklaneartwork #bricklanestreetart #soulqueen #womenwithagun #guns #goldengun #filmclassics,0,6,shoreditch_hipster,51.5217661,-0.07184789999999999,95,United Kingdom,no mention
356,"🎨@m34ndr 

#streetartmelbourne #streetart #melburn #melbourne #artistsofinstagram #art #artoftheday #artist #artofinstagram #artistsoninstagram #artwork #thestreetarthunters #burncity #haveadventures #streetarteverywhere #streetartphotography #slaps #graffiti #graffitiart #streetartcities #mural #muralart #stencilart #stencil #aerosolart #melbournegraffiti #melbournestreetart #urbanvibescommunity #supportyourlocalartist",0,1,davidpaton64,-37.4713077,144.7851531,VIC,Australia,no mention
357,"#iaccidentallyfoundoutthat Houston has an underground pedestrian tunnel system. 

The tunnel is 20 feet underground and runs seven miles, linking 95 city blocks.  The tunnel originally connected two cinemas in the city center, but now connects major city buildings, restaurants and retail stores. 

Хьюстон – самый крупный город штата Техас и четвертый по численности населения город в США. 

Хьюстон - промышленный и транспортный центр Техаса.
Нефтяная и газовая промышленность, один из крупнейших портов в мире, крупнейший в мире Техасский медицинский центр и, конечно же, знаменитый центр управления полетами NASA и космический центр - все здесь. 🚀🧑‍🚀

А мурал нарисован Марио Фигероа-младшим, @gonzo247 
Фреска является результатом инициативы ""Houston Is Inspiried"", выдвинутой Бюро конференций и бизнеса Большого Хьюстона, чтобы подчеркнуть кулинарную и художественную сцену Хьюстона.

#houston #texas #tunnel #pedestriantunnel #graffiti #artphoto #art #streetview #streetstyle #streetart #cityphotography #cityview #mural #bluedress #город #мурал #граффити #хьюстон #houstonisinspired",0,5,padaroznica,29.7620667,-95.3618661,313,United States,no mention
360,"Trabalho do @dentin__  realizado em Vila Nova de Colares.
.
.
.
.
.
#arte #graffiti #fgcrew #streetart #urbanart#art #artwork #instaart #arte #artsy #arts #instagood #creative #artistic #art_spotlight #streetart #photooftheday #artpop #divine #art_we_inspire #lsd #nailart #illustrator #drawings #gallery #pencil #artlife #artgallery",0,5,f.gcrew,-20.1806099,-40.2079506,Vila Nova de Colares,Brazil,no mention
361,Painted Wall in Jackson Mi- corner of Mechanic and Cortland #mural #paintedwalls #jacksonmichigan,0,0,annie49720,44.3148443,-85.60236429999999,MI,United States,no mention
